"項目","単位","1980_S55","1981_S56","1982_S57","1983_S58","1984_S59","1985_S60","1986_S61","1987_S62","1988_S63","1989_H1","1990_H2","1991_H3","1992_H4","1993_H5","1994_H6","1995_H7","1996_H8","1997_H9","1998_H10","1999_H11","2000_H12","2001_H13","2002_H14","2003_H15","2004_H16","2005_H17","有効数字(少数桁)"
"農業編（雇用労働・受託作業）_25_（昭和60年以降は販売農家）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業年雇（雇い入れた農家数）","戸","39.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業年雇（実人数）","人","59.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（雇い入れた農家数）","戸","9553.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（延べ人数）","人","277982.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい（農家数）","戸","2577.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい（延べ人数）","人","20993.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手伝い（農家数）","戸","3629.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手伝い（延べ人数）","人","45520.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業年雇（雇い入れた農家数）","戸","…","","","","","65.0","","","","","55.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業年雇（実人数）","人","…","","","","","157.0","","","","","170.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（雇い入れた農家数）","戸","…","","","","","6929.0","","","","","6101.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（延べ人数）","100人","…","","","","","2549.0","","","","","2788.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい（農家数）","戸","…","","","","","1469.0","","","","","747.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい（延べ人数）","100人","…","","","","","132.0","","","","","67.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手伝い（農家数）","戸","…","","","","","3821.0","","","","","3437.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_手伝い（延べ人数）","100人","…","","","","","508.0","","","","","673.0","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_25_雇用労働_常雇（雇い入れた農家数）","戸","…","","","","","…","","","","","…","","","","","169.0","","","","","185.0","","","","","342.0",""
"農業編（雇用労働・受託作業）_25_雇用労働_常雇（実人数）","人","…","","","","","…","","","","","…","","","","","315.0","","","","","330.0","","","","","875.0",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（雇い入れた農家数）","戸","…","","","","","…","","","","","…","","","","","6623.0","","","","","8097.0","","","","","6302.0",""
"農業編（雇用労働・受託作業）_25_雇用労働_農業臨時雇（延べ人日）","100人日","…","","","","","…","","","","","…","","","","","4157.0","","","","","4595.72","","","","","3960.99",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい・手伝い（農家数）","戸","…","","","","","…","","","","","…","","","","","4038.0","","","","","3979.0","","","","","4520.0",""
"農業編（雇用労働・受託作業）_25_雇用労働_手間替え・ゆい・手伝い（延べ人日）","100人日","…","","","","","…","","","","","…","","","","","1021.0","","","","","1076.05","","","","","2685.12",""
"農業編（雇用労働・受託作業）_25_雇用労働","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（雇用労働・受託作業）_26_（昭和60年以降は販売農家）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（実農家数）","戸","723.0","","","","","640.0","","","","","559.0","","","","","530.0","","","","","734.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（水稲作作業）","戸","709.0","","","","","629.0","","","","","530.0","","","","","496.0","","","","","604.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（水稲作以外の作業）","戸","56.0","","","","","20.0","","","","","-","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（麦作作業）","戸","…","","","","","…","","","","","…","","","","","-","","","","","-","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（その他の作業）","戸","…","","","","","…","","","","","37.0","","","","","39.0","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（その他の作物作業）","戸","…","","","","","…","","","","","…","","","","","…","","","","","129.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_請け負った農家数（畜産作業）","戸","…","","","","","…","","","","","…","","","","","…","","","","","4.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の全作業を請け負った（農家数）","戸","267.0","","","","","142.0","","","","","165.0","","","","","163.0","","","","","133.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の全作業を請け負った（面積）","ha","119.0","","","","","74.0","","","","","86.0","","","","","66.0","","","","","56.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_実農家数","戸","…","","","","","555.0","","","","","453.0","","","","","384.0","","","","","509.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起（農家数）","戸","546.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起（面積）","ha","283.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_田植（農家数）","戸","272.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_田植（面積）","ha","146.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_稲刈り・脱穀（農家数）","戸","348.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_稲刈り・脱穀（面積）","ha","213.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_育苗（農家数）","戸","…","","","","","93.0","","","","","94.0","","","","","94.0","","","","","90.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_育苗（面積）","ha","…","","","","","46.0","","","","","65.0","","","","","89.0","","","","","108.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起（農家数）","戸","…","","","","","396.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起（面積）","ha","…","","","","","168.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_代かき（農家数）","戸","…","","","","","357.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_代かき（面積）","ha","…","","","","","147.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起・代かき（農家数）","戸","…","","","","","…","","","","","281.0","","","","","214.0","","","","","223.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_耕起・代かき（面積）","ha","…","","","","","…","","","","","118.0","","","","","95.0","","","","","101.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_田植（農家数）","戸","…","","","","","233.0","","","","","244.0","","","","","205.0","","","","","248.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_田植（面積）","ha","…","","","","","101.0","","","","","114.0","","","","","113.0","","","","","163.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_防除（農家数）","戸","…","","","","","60.0","","","","","84.0","","","","","57.0","","","","","57.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_防除（面積）","ha","…","","","","","21.0","","","","","34.0","","","","","20.0","","","","","22.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_稲刈り・脱穀（農家数）","戸","…","","","","","282.0","","","","","265.0","","","","","247.0","","","","","329.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_稲刈り・脱穀（面積）","ha","…","","","","","153.0","","","","","156.0","","","","","182.0","","","","","248.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_乾燥・調製（農家数）","戸","…","","","","","…","","","","","150.0","","","","","198.0","","","","","259.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲作の主な作業を請け負った農家数と面積_乾燥・調製（面積）","ha","…","","","","","…","","","","","180.0","","","","","258.0","","","","","291.0","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_麦作（農家数）","戸","…","","","","","…","","","","","-","","","","","-","","","","","-","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_麦作（面積）","ha","…","","","","","…","","","","","-","","","","","-","","","","","-","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_その他の作業（農家数）","戸","…","","","","","…","","","","","37.0","","","","","39.0","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_その他の作業（面積）","ha","…","","","","","…","","","","","25.0","","","","","27.0","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲以外の作業（農家数）","戸","…","","","","","20.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_26_農作業を受託した農家数と面積_水稲以外の作業（面積）","ha","…","","","","","6.0","","","","","…","","","","","…","","","","","…","","","","","…",""
"農業編（雇用労働・受託作業）_　_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","570.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（実農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","570.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（水稲作）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","457.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（麦作）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（大豆作）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（野菜作）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","11.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（果樹作）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","104.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（飼料用作物）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（工芸農作物）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","2.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_耕種部門の作業を受託した農家数（その他の作物）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","11.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_農作業を受託した農家数（実農家数）_畜産部門の作業を受託した農家数","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の全作業を受託した（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","156.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の全作業を受託した（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","88.3",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","332.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_育苗（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","75.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_育苗（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","58.28",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_耕起・代かき（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","130.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_耕起・代かき（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","53.51",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_田植（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","178.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_田植（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","108.78",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_防除（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","42.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_防除（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","21.76",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_稲刈り・脱穀（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","244.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_稲刈り・脱穀（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","194.5",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_乾燥・調製（農家数）","戸","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","209.0",""
"農業編（雇用労働・受託作業）_農作業を受託した農家数と面積_水稲作の部分作業を受託した（実農家数）_乾燥・調製（面積）","ha","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","244.73",""
"農業編（農家以外の農業事業体）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_水稲作の部分作業を受託した（実農家数）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数","事業体","50.0","","","","","63.0","","","","","51.0","","","","","55.0","","","","","64.0","","","","","115.0",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_販売","事業体","35.0","","","","","45.0","","","","","35.0","","","","","39.0","","","","","46.0","","","","","…",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_牧草栽培","事業体","-","","","","","1.0","","","","","-","","","","","-","","","","","-","","","","","…",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_その他","事業体","15.0","","","","","17.0","","","","","16.0","","","","","16.0","","","","","18.0","","","","","…",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_販売目的","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","90.0",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_牧草地経営","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農家以外の農業事業体）_27_経営目的別事業体数_総事業体数_その他","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","25.0",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_総事業体数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_経営耕地総面積","ha","179.0","","","","","191.0","","","","","157.0","","","","","216.0","","","","","210.0","","","","","201.0",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_経営耕地総面積_田","ha","11.0","","","","","14.0","","","","","11.0","","","","","12.0","","","","","70.0","","","","","…",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_経営耕地総面積_畑（樹園地を除く）","ha","…","","","","","67.0","","","","","40.0","","","","","154.0","","","","","75.0","","","","","…",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_経営耕地総面積_樹園地","ha","…","","","","","109.0","","","","","106.0","","","","","50.0","","","","","65.0","","","","","…",""
"農業編（農家以外の農業事業体）_28_全事業体の経営耕地面積_経営耕地総面積_樹園地・畑","ha","168.0","","","","","…","","","","","…","","","","","…","","","","","…","","","","","…",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_経営耕地総面積","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_総数","事業体","35.0","","","","","45.0","","","","","35.0","","","","","39.0","","","","","46.0","","","","","90.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_販売なし","事業体","3.0","","","","","1.0","","","","","1.0","","","","","-","","","","","3.0","","","","","9.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_100万円未満","事業体","2.0","","","","","6.0","","","","","1.0","","","","","1.0","","","","","3.0","","","","","15.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_100～300","事業体","5.0","","","","","1.0","","","","","1.0","","","","","2.0","","","","","3.0","","","","","5.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_300～500","事業体","2.0","","","","","2.0","","","","","1.0","","","","","3.0","","","","","-","","","","","5.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_500～1000","事業体","4.0","","","","","5.0","","","","","4.0","","","","","3.0","","","","","2.0","","","","","8.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_1000～3000","事業体","7.0","","","","","6.0","","","","","3.0","","","","","10.0","","","","","13.0","","","","","16.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_3000～5000","事業体","2.0","","","","","3.0","","","","","3.0","","","","","8.0","","","","","6.0","","","","","5.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_5000～1億円","事業体","3.0","","","","","4.0","","","","","4.0","","","","","2.0","","","","","4.0","","","","","8.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_1～3億","事業体","3.0","","","","","10.0","","","","","11.0","","","","","5.0","","","","","6.0","","","","","11.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_3億円以上","事業体","4.0","","","","","7.0","","","","","6.0","","","","","5.0","","","","","6.0","","","","","8.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_(3～5億）)","事業体","…","","","","","2.0","","","","","4.0","","","","","3.0","","","","","4.0","","","","","7.0",""
"農業編（農家以外の農業事業体）_29_農産物の販売金額規模別事業体数（販売目的の事業体）_(5億円以上）)","事業体","…","","","","","5.0","","","","","2.0","","","","","2.0","","","","","2.0","","","","","1.0",""
"農業編（農業サービス事業体）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_30_運営主体別事業体数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数","事業体","…","","","","","…","","","","","144.0","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数_農家集団","事業体","…","","","","","…","","","","","57.0","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数_国・地方公共団体","事業体","…","","","","","…","","","","","4.0","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数_農協","事業体","…","","","","","…","","","","","78.0","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数_会社","事業体","…","","","","","…","","","","","-","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）_30_運営主体別事業体数_総事業体数_その他","事業体","…","","","","","…","","","","","5.0","","","","","…","","","","","…","","","","","…",""
"農業編（農業サービス事業体）","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成12年は「すべての事業体」）_総事業体数","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成13年は「すべての事業体」）_総事業体数","事業体","…","","","","","…","","","","","…","","","","","131.0","","","","","133.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成14年は「すべての事業体」）_総事業体数_法人（農事組合法人）","事業体","…","","","","","…","","","","","…","","","","","3.0","","","","","3.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成15年は「すべての事業体」）_総事業体数_法人（会社）","事業体","…","","","","","…","","","","","…","","","","","-","","","","","-","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成16年は「すべての事業体」）_総事業体数_法人（農協・その他の農業団体）","事業体","…","","","","","…","","","","","…","","","","","70.0","","","","","72.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成17年は「すべての事業体」）_総事業体数_法人（その他の法人）","事業体","…","","","","","…","","","","","…","","","","","-","","","","","-","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成18年は「すべての事業体」）_総事業体数_地方公共団体","事業体","…","","","","","…","","","","","…","","","","","4.0","","","","","4.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成19年は「すべての事業体」）_総事業体数_非法人（任意組合等）","事業体","…","","","","","…","","","","","…","","","","","49.0","","","","","49.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成20年は「すべての事業体」）_総事業体数_非法人（その他）","事業体","…","","","","","…","","","","","…","","","","","5.0","","","","","5.0","","","","","…",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成21年は「すべての事業体」）_事業体数","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","64.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成22年は「すべての事業体」）_事業体数_法人化している事業体","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","46.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成23年は「すべての事業体」）_事業体数_法人化している事業体_農事組合法人","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","2.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成24年は「すべての事業体」）_事業体数_法人化している事業体_会社（株式会社）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成25年は「すべての事業体」）_事業体数_法人化している事業体_会社（有限会社）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成26年は「すべての事業体」）_事業体数_法人化している事業体_会社（合名・合資会社）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成27年は「すべての事業体」）_事業体数_法人化している事業体_会社（相互会社）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成28年は「すべての事業体」）_事業体数_法人化している事業体_各種団体（農協）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","39.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成29年は「すべての事業体」）_事業体数_法人化している事業体_各種団体（森林組合）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","-",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成30年は「すべての事業体」）_事業体数_法人化している事業体_各種団体（その他の各種団体）","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","4.0",""
"農業編（農業サービス事業体）_31_組織形態別事業体数（平成31年は「すべての事業体」）_事業体数_法人化している事業体_その他の法人","事業体","…","","","","","…","","","","","…","","","","","…","","","","","…","","","","","1.0",""
